"date","global_daily_new_vaccinations"
"2023-02-05","218821"
"2023-02-06","362112"
"2023-02-07","479048"
"2023-02-08","450011"
"2023-02-09","431263"
"2023-02-10","512339"
"2023-02-11","194074"
"2023-02-12","79774"
"2023-02-13","262206"
"2023-02-14","928550"
"2023-02-15","320545"
"2023-02-16","274068"
"2023-02-17","352572"
"2023-02-18","235201"
"2023-02-19","69809"
"2023-02-20","201451"
"2023-02-21","769940"
"2023-02-22","252818"
"2023-02-23","278264"
"2023-02-24","286940"
"2023-02-25","195595"
"2023-02-26","60613"
"2023-02-27","188311"
"2023-02-28","199821"
"2023-03-01","201376"
"2023-03-02","201630"
"2023-03-03","244211"
"2023-03-04","154675"
"2023-03-05","50363"
"2023-03-06","177308"
"2023-03-07","199025"
"2023-03-08","207490"
"2023-03-09","198819"
"2023-03-10","205873"
"2023-03-11","788136"
"2023-03-12","45731"
"2023-03-13","164587"
"2023-03-14","356325"
"2023-03-15","178297"
"2023-03-16","174511"
"2023-03-17","195107"
"2023-03-18","119864"
"2023-03-19","46989"
"2023-03-20","231465"
"2023-03-21","150255"
"2023-03-22","198194"
"2023-03-23","164628"
"2023-03-24","187976"
"2023-03-25","126631"
"2023-03-26","53597"
"2023-03-27","136172"
"2023-03-28","158746"
"2023-03-29","166455"
"2023-03-30","169670"
"2023-03-31","164122"
"2023-04-01","91006"
"2023-04-02","32985"
"2023-04-03","290036"
"2023-04-04","137209"
"2023-04-05","140964"
"2023-04-06","115104"
"2023-04-07","88219"
"2023-04-08","70459"
"2023-04-09","18131"
"2023-04-10","99646"
"2023-04-11","133737"
"2023-04-12","155557"
"2023-04-13","174910"
"2023-04-14","139888"
"2023-04-15","86585"
"2023-04-16","45982"
"2023-04-17","124289"
"2023-04-18","126481"
"2023-04-19","159421"
"2023-04-20","197864"
"2023-04-21","159274"
"2023-04-22","124346"
"2023-04-23","80841"
"2023-04-24","180329"
"2023-04-25","190352"
"2023-04-26","208466"
"2023-04-27","201590"
"2023-04-28","225554"
"2023-04-29","93425"
"2023-04-30","51301"
"2023-05-01","123813"
"2023-05-02","156753"
"2023-05-03","165512"
"2023-05-04","148963"
"2023-05-05","157876"
"2023-05-06","88412"
"2023-05-07","36812"
"2023-05-08","91875"
"2023-05-09","47639"
"2023-05-10","60680"
"2023-05-11","46449"
"2023-05-12","62034"
"2023-05-13","29684"
"2023-05-14","16431"
"2023-05-15","38239"
"2023-05-16","135764"
"2023-05-17","70820"
"2023-05-18","48862"
"2023-05-19","51518"
"2023-05-20","36550"
"2023-05-21","25090"
"2023-05-22","103961"
"2023-05-23","91113"
"2023-05-24","56514"
"2023-05-25","43604"
"2023-05-26","80305"
"2023-05-27","32950"
"2023-05-28","47217"
"2023-05-29","122098"
"2023-05-30","198858"
"2023-05-31","178116"
"2023-06-01","157335"
"2023-06-02","54723"
"2023-06-03","28877"
"2023-06-04","97007"
"2023-06-05","108480"
"2023-06-06","121876"
"2023-06-07","86783"
"2023-06-08","53970"
"2023-06-09","31668"
"2023-06-10","17605"
"2023-06-11","58191"
"2023-06-12","129012"
"2023-06-13","170542"
"2023-06-14","169549"
"2023-06-15","129215"
"2023-06-16","43446"
"2023-06-17","18911"
"2023-06-18","26534"
"2023-06-19","95258"
"2023-06-20","165692"
"2023-06-21","83841"
"2023-06-22","58346"
"2023-06-23","39486"
"2023-06-24","13495"
"2023-06-25","32915"
"2023-06-26","55697"
"2023-06-27","18841"
"2023-06-28","29331"
"2023-06-29","46705"
"2023-06-30","27548"
"2023-07-01","11349"
"2023-07-02","12685"
"2023-07-03","37411"
"2023-07-04","37028"
"2023-07-05","31210"
"2023-07-06","32463"
"2023-07-07","23555"
"2023-07-08","13454"
"2023-07-09","356480"
"2023-07-10","14635"
"2023-07-11","17171"
"2023-07-12","98823"
"2023-07-13","16854"
"2023-07-14","18025"
"2023-07-15","10621"
"2023-07-16","5142"
"2023-07-17","13401"
"2023-07-18","59414"
"2023-07-19","56974"
"2023-07-20","34424"
"2023-07-21","17793"
"2023-07-22","9708"
"2023-07-23","22984"
"2023-07-24","31980"
"2023-07-25","36711"
"2023-07-26","41830"
"2023-07-27","42798"
"2023-07-28","11984"
"2023-07-29","4617"
"2023-07-30","3369"
"2023-07-31","21884"
"2023-08-01","24545"
"2023-08-02","33923"
"2023-08-03","36973"
"2023-08-04","17880"
"2023-08-05","7410"
"2023-08-06","3294"
"2023-08-07","9771"
"2023-08-08","13922"
"2023-08-09","19667"
"2023-08-10","19178"
"2023-08-11","19448"
"2023-08-12","9354"
"2023-08-13","8131"
"2023-08-14","17615"
"2023-08-15","20656"
"2023-08-16","28679"
"2023-08-17","37874"
"2023-08-18","21703"
"2023-08-19","13966"
"2023-08-20","23247"
"2023-08-21","24627"
"2023-08-22","27452"
"2023-08-23","37676"
"2023-08-24","29301"
"2023-08-25","26699"
"2023-08-26","15213"
"2023-08-27","7556"
"2023-08-28","20639"
"2023-08-29","25913"
"2023-08-30","20483"
"2023-08-31","25809"
"2023-09-01","33411"
"2023-09-02","27063"
"2023-09-03","13938"
"2023-09-04","30596"
"2023-09-05","35334"
"2023-09-06","39586"
"2023-09-07","35834"
"2023-09-08","40849"
"2023-09-09","22787"
"2023-09-10","10233"
"2023-09-11","29280"
"2023-09-12","45095"
"2023-09-13","35913"
"2023-09-14","34343"
"2023-09-15","38183"
"2023-09-16","19446"
"2023-09-17","12144"
"2023-09-18","31361"
"2023-09-19","42983"
"2023-09-20","46640"
"2023-09-21","51368"
"2023-09-22","62333"
"2023-09-23","33182"
"2023-09-24","10435"
"2023-09-25","59013"
"2023-09-26","82554"
"2023-09-27","85912"
"2023-09-28","91609"
"2023-09-29","102285"
"2023-09-30","66455"
"2023-10-01","10696"
"2023-10-02","79272"
"2023-10-03","103525"
"2023-10-04","105774"
"2023-10-05","114920"
"2023-10-06","105588"
"2023-10-07","74455"
"2023-10-08","10046"
"2023-10-09","77914"
"2023-10-10","96367"
"2023-10-11","312000"
"2023-10-12","97513"
"2023-10-13","75819"
"2023-10-14","73768"
"2023-10-15","18765"
"2023-10-16","68410"
"2023-10-17","111106"
"2023-10-18","282264"
"2023-10-19","124331"
"2023-10-20","131560"
"2023-10-21","97875"
"2023-10-22","28324"
"2023-10-23","64355"
"2023-10-24","108184"
"2023-10-25","301400"
"2023-10-26","114208"
"2023-10-27","125217"
"2023-10-28","87490"
"2023-10-29","33434"
"2023-10-30","49439"
"2023-10-31","99757"
"2023-11-01","232739"
"2023-11-02","171654"
"2023-11-03","104419"
"2023-11-04","77329"
"2023-11-05","36963"
"2023-11-06","51701"
"2023-11-07","97711"
"2023-11-08","285215"
"2023-11-09","119577"
"2023-11-10","98816"
"2023-11-11","62076"
"2023-11-12","29689"
"2023-11-13","45134"
"2023-11-14","82047"
"2023-11-15","239349"
"2023-11-16","99987"
"2023-11-17","75521"
"2023-11-18","53641"
"2023-11-19","26675"
"2023-11-20","36421"
"2023-11-21","66193"
"2023-11-22","230391"
"2023-11-23","86235"
"2023-11-24","69764"
"2023-11-25","47714"
"2023-11-26","30137"
"2023-11-27","33287"
"2023-11-28","56123"
"2023-11-29","173038"
"2023-11-30","66197"
"2023-12-01","50169"
"2023-12-02","32545"
"2023-12-03","16682"
"2023-12-04","23607"
"2023-12-05","42360"
"2023-12-06","155302"
"2023-12-07","50693"
"2023-12-08","32996"
"2023-12-09","24925"
"2023-12-10","14113"
"2023-12-11","79024"
"2023-12-12","43195"
"2023-12-13","38205"
"2023-12-14","39923"
"2023-12-15","31228"
"2023-12-16","19989"
"2023-12-17","9233"
"2023-12-18","13147"
"2023-12-19","29634"
"2023-12-20","102005"
"2023-12-21","11824"
"2023-12-22","8246"
"2023-12-23","1079"
"2023-12-24","178"
"2023-12-25","85"
"2023-12-26","2864"
"2023-12-27","5206"
"2023-12-28","68950"
"2023-12-29","13124"
"2023-12-30","7052"
"2023-12-31","2820"
"2024-01-01","1046"
"2024-01-02","10115"
"2024-01-03","32705"
"2024-01-04","23674"
"2024-01-05","18650"
"2024-01-06","9367"
"2024-01-07","4236"
"2024-01-08","11191"
"2024-01-09","24493"
"2024-01-10","44321"
"2024-01-11","29073"
"2024-01-12","25362"
"2024-01-13","8280"
"2024-01-14","2732"
"2024-01-15","22841"
"2024-01-16","18906"
"2024-01-17","42888"
"2024-01-18","31190"
"2024-01-19","38772"
"2024-01-20","8368"
"2024-01-21","2538"
"2024-01-22","32323"
"2024-01-23","56935"
"2024-01-24","23783"
"2024-01-25","38771"
"2024-01-26","33523"
"2024-01-27","5529"
"2024-01-28","1660"
"2024-01-29","4713"
"2024-01-30","9110"
"2024-01-31","6803"
"2024-02-01","9736"
"2024-02-02","5722"
"2024-02-03","3703"
"2024-02-04","1465"
"2024-02-05","1047"
"2024-02-06","20252"
"2024-02-07","3647"
"2024-02-08","5926"
"2024-02-09","3405"
"2024-02-10","2240"
"2024-02-11","1007"
"2024-02-12","1256"
"2024-02-13","8488"
"2024-02-14","2433"
"2024-02-15","3936"
"2024-02-16","1948"
"2024-02-17","1909"
"2024-02-18","776"
"2024-02-19","819"
"2024-02-20","9376"
"2024-02-21","3601"
"2024-02-22","4937"
"2024-02-23","3466"
"2024-02-24","2627"
"2024-02-25","1316"
"2024-02-26","517"
"2024-02-27","2793"
"2024-02-28","6151"
"2024-02-29","4141"
"2024-03-01","2546"
"2024-03-02","1875"
"2024-03-03","889"
"2024-03-04","641"
"2024-03-05","1897"
"2024-03-06","1657"
"2024-03-07","3247"
"2024-03-08","2915"
"2024-03-09","2054"
"2024-03-10","2293"
"2024-03-11","1882"
"2024-03-12","4253"
"2024-03-13","10688"
"2024-03-14","4989"
"2024-03-15","5287"
"2024-03-16","6047"
"2024-03-17","6259"
"2024-03-18","1679"
"2024-03-19","13349"
"2024-03-20","11845"
"2024-03-21","10121"
"2024-03-22","6687"
"2024-03-23","6584"
"2024-03-24","6703"
"2024-03-25","4573"
"2024-03-26","2786"
"2024-03-27","13648"
"2024-03-28","9141"
"2024-03-29","2598"
"2024-03-30","217"
"2024-03-31","1687"
"2024-04-01","2978"
"2024-04-02","2885"
"2024-04-03","6087"
"2024-04-04","2054"
"2024-04-05","1052"
"2024-04-06","1122"
"2024-04-07","610"
"2024-04-08","407"
"2024-04-09","4852"
"2024-04-10","1154"
"2024-04-11","3255"
"2024-04-12","1647"
"2024-04-13","1539"
"2024-04-14","754"
"2024-04-15","449"
"2024-04-16","1854"
"2024-04-17","9848"
"2024-04-18","4123"
"2024-04-19","2173"
"2024-04-20","1813"
"2024-04-21","2734"
"2024-04-22","7955"
"2024-04-23","14294"
"2024-04-24","4994"
"2024-04-25","3590"
"2024-04-26","2773"
"2024-04-27","2265"
"2024-04-28","1026"
"2024-04-29","11348"
"2024-04-30","2470"
"2024-05-01","2281"
"2024-05-02","4906"
"2024-05-03","2933"
"2024-05-04","3695"
"2024-05-05","1502"
"2024-05-06","778"
"2024-05-07","4181"
"2024-05-08","16756"
"2024-05-09","167"
"2024-05-10","102"
"2024-05-11","49"
"2024-05-12","27"
"2024-05-13","28"
"2024-05-14","2047"
"2024-05-15","120"
"2024-05-16","51"
"2024-05-17","8523"
"2024-05-18","7098"
"2024-05-19","2238"
"2024-05-20","979"
"2024-05-21","959"
"2024-05-22","6253"
"2024-05-23","10382"
"2024-05-24","7237"
"2024-05-25","5539"
"2024-05-26","1526"
"2024-05-27","777"
"2024-05-28","5409"
"2024-05-29","5802"
"2024-05-30","33347"
"2024-05-31","6397"
"2024-06-01","5547"
"2024-06-02","1362"
"2024-06-03","500"
"2024-06-04","4357"
"2024-06-05","4657"
"2024-06-06","71"
"2024-06-07","76"
"2024-06-08","20"
"2024-06-09","23"
"2024-06-10","24"
"2024-06-11","79"
"2024-06-12","65"
"2024-06-13","38"
"2024-06-14","81"
"2024-06-15","39"
"2024-06-16","5"
"2024-06-17","4"
"2024-06-18","64"
"2024-06-19","61"
"2024-06-20","59"
"2024-06-21","3539"
"2024-06-22","2855"
"2024-06-23","906"
"2024-06-24","349"
"2024-06-25","2394"
"2024-06-26","8266"
"2024-06-27","62"
"2024-06-28","48"
"2024-06-29","2689"
"2024-06-30","708"
"2024-07-01","4792"
"2024-07-02","216"
"2024-07-03","1863"
"2024-07-04","4172"
"2024-07-05","2172"
"2024-07-06","2120"
"2024-07-07","563"
"2024-07-08","4518"
"2024-07-09","1580"
"2024-07-10","1495"
"2024-07-11","22"
"2024-07-12","48"
"2024-07-13","23"
"2024-07-14","15"
"2024-07-15","22"
"2024-07-16","42"
"2024-07-17","34"
"2024-07-18","32"
"2024-07-19","48"
"2024-07-20","15"
"2024-07-21","13"
"2024-07-22","16"
"2024-07-23","41"
"2024-07-24","81"
"2024-07-25","70"
"2024-07-26","33"
"2024-07-27","4"
"2024-07-28","11"
"2024-07-29","24"
"2024-07-30","40"
"2024-07-31","40"
"2024-08-01","39"
"2024-08-02","43"
"2024-08-03","13"
"2024-08-04","24"
"2024-08-05","24"
"2024-08-06","31"
"2024-08-07","26"
"2024-08-08","94"
"2024-08-09","35"
"2024-08-10","28"
"2024-08-11","10"
"2024-08-12","7"
"2024-08-13","6"
"2024-08-14","15"
