"date","global_new_cases","global_new_deaths"
"2022-11-08","0","0"
"2022-11-09","0","0"
"2022-11-10","0","0"
"2022-11-11","0","0"
"2022-11-12","0","0"
"2022-11-13","2489171","9506"
"2022-11-14","0","0"
"2022-11-15","0","0"
"2022-11-16","0","0"
"2022-11-17","0","0"
"2022-11-18","0","0"
"2022-11-19","0","0"
"2022-11-20","2682037","9363"
"2022-11-21","0","0"
"2022-11-22","0","0"
"2022-11-23","0","0"
"2022-11-24","0","0"
"2022-11-25","0","0"
"2022-11-26","0","0"
"2022-11-27","2977616","10217"
"2022-11-28","0","0"
"2022-11-29","0","0"
"2022-11-30","0","0"
"2022-12-01","0","0"
"2022-12-02","0","0"
"2022-12-03","0","0"
"2022-12-04","3236992","10138"
"2022-12-05","0","0"
"2022-12-06","0","0"
"2022-12-07","0","0"
"2022-12-08","0","0"
"2022-12-09","0","0"
"2022-12-10","0","0"
"2022-12-11","4615151","12808"
"2022-12-12","0","0"
"2022-12-13","0","0"
"2022-12-14","0","0"
"2022-12-15","0","0"
"2022-12-16","0","0"
"2022-12-17","0","0"
"2022-12-18","14977498","14699"
"2022-12-19","0","0"
"2022-12-20","0","0"
"2022-12-21","0","0"
"2022-12-22","0","0"
"2022-12-23","0","0"
"2022-12-24","0","0"
"2022-12-25","44236224","20316"
"2022-12-26","0","0"
"2022-12-27","0","0"
"2022-12-28","0","0"
"2022-12-29","0","0"
"2022-12-30","0","0"
"2022-12-31","0","0"
"2023-01-01","27732691","32378"
"2023-01-02","0","0"
"2023-01-03","0","0"
"2023-01-04","0","0"
"2023-01-05","0","0"
"2023-01-06","0","0"
"2023-01-07","0","0"
"2023-01-08","10980009","24570"
"2023-01-09","0","0"
"2023-01-10","0","0"
"2023-01-11","0","0"
"2023-01-12","0","0"
"2023-01-13","0","0"
"2023-01-14","0","0"
"2023-01-15","4886946","10895"
"2023-01-16","0","0"
"2023-01-17","0","0"
"2023-01-18","0","0"
"2023-01-19","0","0"
"2023-01-20","0","0"
"2023-01-21","0","0"
"2023-01-22","2514883","9717"
"2023-01-23","0","0"
"2023-01-24","0","0"
"2023-01-25","0","0"
"2023-01-26","0","0"
"2023-01-27","0","0"
"2023-01-28","0","0"
"2023-01-29","1559497","8399"
"2023-01-30","0","0"
"2023-01-31","0","0"
"2023-02-01","0","0"
"2023-02-02","0","0"
"2023-02-03","0","0"
"2023-02-04","0","0"
"2023-02-05","1385655","69688"
"2023-02-06","0","0"
"2023-02-07","0","0"
"2023-02-08","0","0"
"2023-02-09","0","0"
"2023-02-10","0","0"
"2023-02-11","0","0"
"2023-02-12","1247482","10105"
"2023-02-13","0","0"
"2023-02-14","0","0"
"2023-02-15","0","0"
"2023-02-16","0","0"
"2023-02-17","0","0"
"2023-02-18","0","0"
"2023-02-19","1145792","8541"
"2023-02-20","0","0"
"2023-02-21","0","0"
"2023-02-22","0","0"
"2023-02-23","0","0"
"2023-02-24","0","0"
"2023-02-25","0","0"
"2023-02-26","1072885","7772"
"2023-02-27","0","0"
"2023-02-28","0","0"
"2023-03-01","0","0"
"2023-03-02","0","0"
"2023-03-03","0","0"
"2023-03-04","0","0"
"2023-03-05","1028477","7005"
"2023-03-06","0","0"
"2023-03-07","0","0"
"2023-03-08","0","0"
"2023-03-09","0","0"
"2023-03-10","0","0"
"2023-03-11","0","0"
"2023-03-12","894852","6342"
"2023-03-13","0","0"
"2023-03-14","0","0"
"2023-03-15","0","0"
"2023-03-16","0","0"
"2023-03-17","0","0"
"2023-03-18","0","0"
"2023-03-19","879245","6624"
"2023-03-20","0","0"
"2023-03-21","0","0"
"2023-03-22","0","0"
"2023-03-23","0","0"
"2023-03-24","0","0"
"2023-03-25","0","0"
"2023-03-26","833139","6711"
"2023-03-27","0","0"
"2023-03-28","0","0"
"2023-03-29","0","0"
"2023-03-30","0","0"
"2023-03-31","0","0"
"2023-04-01","0","0"
"2023-04-02","799538","5971"
"2023-04-03","0","0"
"2023-04-04","0","0"
"2023-04-05","0","0"
"2023-04-06","0","0"
"2023-04-07","0","0"
"2023-04-08","0","0"
"2023-04-09","701069","5621"
"2023-04-10","0","0"
"2023-04-11","0","0"
"2023-04-12","0","0"
"2023-04-13","0","0"
"2023-04-14","0","0"
"2023-04-15","0","0"
"2023-04-16","694818","5242"
"2023-04-17","0","0"
"2023-04-18","0","0"
"2023-04-19","0","0"
"2023-04-20","0","0"
"2023-04-21","0","0"
"2023-04-22","0","0"
"2023-04-23","737618","5273"
"2023-04-24","0","0"
"2023-04-25","0","0"
"2023-04-26","0","0"
"2023-04-27","0","0"
"2023-04-28","0","0"
"2023-04-29","0","0"
"2023-04-30","684612","4734"
"2023-05-01","0","0"
"2023-05-02","0","0"
"2023-05-03","0","0"
"2023-05-04","0","0"
"2023-05-05","0","0"
"2023-05-06","0","0"
"2023-05-07","609446","4725"
"2023-05-08","0","0"
"2023-05-09","0","0"
"2023-05-10","0","0"
"2023-05-11","0","0"
"2023-05-12","0","0"
"2023-05-13","0","0"
"2023-05-14","566892","5064"
"2023-05-15","0","0"
"2023-05-16","0","0"
"2023-05-17","0","0"
"2023-05-18","0","0"
"2023-05-19","0","0"
"2023-05-20","0","0"
"2023-05-21","371880","2851"
"2023-05-22","0","0"
"2023-05-23","0","0"
"2023-05-24","0","0"
"2023-05-25","0","0"
"2023-05-26","0","0"
"2023-05-27","0","0"
"2023-05-28","347043","2732"
"2023-05-29","0","0"
"2023-05-30","0","0"
"2023-05-31","0","0"
"2023-06-01","0","0"
"2023-06-02","0","0"
"2023-06-03","0","0"
"2023-06-04","289973","2413"
"2023-06-05","0","0"
"2023-06-06","0","0"
"2023-06-07","0","0"
"2023-06-08","0","0"
"2023-06-09","0","0"
"2023-06-10","0","0"
"2023-06-11","280585","2389"
"2023-06-12","0","0"
"2023-06-13","0","0"
"2023-06-14","0","0"
"2023-06-15","0","0"
"2023-06-16","0","0"
"2023-06-17","0","0"
"2023-06-18","142924","1856"
"2023-06-19","0","0"
"2023-06-20","0","0"
"2023-06-21","0","0"
"2023-06-22","0","0"
"2023-06-23","0","0"
"2023-06-24","0","0"
"2023-06-25","205039","1568"
"2023-06-26","0","0"
"2023-06-27","0","0"
"2023-06-28","0","0"
"2023-06-29","0","0"
"2023-06-30","0","0"
"2023-07-01","0","0"
"2023-07-02","176487","1141"
"2023-07-03","0","0"
"2023-07-04","0","0"
"2023-07-05","0","0"
"2023-07-06","0","0"
"2023-07-07","0","0"
"2023-07-08","0","0"
"2023-07-09","182374","1069"
"2023-07-10","0","0"
"2023-07-11","0","0"
"2023-07-12","0","0"
"2023-07-13","0","0"
"2023-07-14","0","0"
"2023-07-15","0","0"
"2023-07-16","201570","932"
"2023-07-17","0","0"
"2023-07-18","0","0"
"2023-07-19","0","0"
"2023-07-20","0","0"
"2023-07-21","0","0"
"2023-07-22","0","0"
"2023-07-23","250148","1018"
"2023-07-24","0","0"
"2023-07-25","0","0"
"2023-07-26","0","0"
"2023-07-27","0","0"
"2023-07-28","0","0"
"2023-07-29","0","0"
"2023-07-30","316998","1102"
"2023-07-31","0","0"
"2023-08-01","0","0"
"2023-08-02","0","0"
"2023-08-03","0","0"
"2023-08-04","0","0"
"2023-08-05","0","0"
"2023-08-06","701668","1567"
"2023-08-07","0","0"
"2023-08-08","0","0"
"2023-08-09","0","0"
"2023-08-10","0","0"
"2023-08-11","0","0"
"2023-08-12","0","0"
"2023-08-13","134096","1353"
"2023-08-14","0","0"
"2023-08-15","0","0"
"2023-08-16","0","0"
"2023-08-17","0","0"
"2023-08-18","0","0"
"2023-08-19","0","0"
"2023-08-20","343684","1682"
"2023-08-21","0","0"
"2023-08-22","0","0"
"2023-08-23","0","0"
"2023-08-24","0","0"
"2023-08-25","0","0"
"2023-08-26","0","0"
"2023-08-27","356857","2023"
"2023-08-28","0","0"
"2023-08-29","0","0"
"2023-08-30","0","0"
"2023-08-31","0","0"
"2023-09-01","0","0"
"2023-09-02","0","0"
"2023-09-03","340117","1925"
"2023-09-04","0","0"
"2023-09-05","0","0"
"2023-09-06","0","0"
"2023-09-07","0","0"
"2023-09-08","0","0"
"2023-09-09","0","0"
"2023-09-10","233205","2277"
"2023-09-11","0","0"
"2023-09-12","0","0"
"2023-09-13","0","0"
"2023-09-14","0","0"
"2023-09-15","0","0"
"2023-09-16","0","0"
"2023-09-17","120577","2274"
"2023-09-18","0","0"
"2023-09-19","0","0"
"2023-09-20","0","0"
"2023-09-21","0","0"
"2023-09-22","0","0"
"2023-09-23","0","0"
"2023-09-24","136848","2351"
"2023-09-25","0","0"
"2023-09-26","0","0"
"2023-09-27","0","0"
"2023-09-28","0","0"
"2023-09-29","0","0"
"2023-09-30","0","0"
"2023-10-01","157489","2527"
"2023-10-02","0","0"
"2023-10-03","0","0"
"2023-10-04","0","0"
"2023-10-05","0","0"
"2023-10-06","0","0"
"2023-10-07","0","0"
"2023-10-08","167166","2672"
"2023-10-09","0","0"
"2023-10-10","0","0"
"2023-10-11","0","0"
"2023-10-12","0","0"
"2023-10-13","0","0"
"2023-10-14","0","0"
"2023-10-15","151104","2566"
"2023-10-16","0","0"
"2023-10-17","0","0"
"2023-10-18","0","0"
"2023-10-19","0","0"
"2023-10-20","0","0"
"2023-10-21","0","0"
"2023-10-22","140674","4052"
"2023-10-23","0","0"
"2023-10-24","0","0"
"2023-10-25","0","0"
"2023-10-26","0","0"
"2023-10-27","0","0"
"2023-10-28","0","0"
"2023-10-29","142308","2171"
"2023-10-30","0","0"
"2023-10-31","0","0"
"2023-11-01","0","0"
"2023-11-02","0","0"
"2023-11-03","0","0"
"2023-11-04","0","0"
"2023-11-05","157622","2406"
"2023-11-06","0","0"
"2023-11-07","0","0"
"2023-11-08","0","0"
"2023-11-09","0","0"
"2023-11-10","0","0"
"2023-11-11","0","0"
"2023-11-12","174856","2756"
"2023-11-13","0","0"
"2023-11-14","0","0"
"2023-11-15","0","0"
"2023-11-16","0","0"
"2023-11-17","0","0"
"2023-11-18","0","0"
"2023-11-19","206897","2791"
"2023-11-20","0","0"
"2023-11-21","0","0"
"2023-11-22","0","0"
"2023-11-23","0","0"
"2023-11-24","0","0"
"2023-11-25","0","0"
"2023-11-26","237594","2754"
"2023-11-27","0","0"
"2023-11-28","0","0"
"2023-11-29","0","0"
"2023-11-30","0","0"
"2023-12-01","0","0"
"2023-12-02","0","0"
"2023-12-03","281558","3321"
"2023-12-04","0","0"
"2023-12-05","0","0"
"2023-12-06","0","0"
"2023-12-07","0","0"
"2023-12-08","0","0"
"2023-12-09","0","0"
"2023-12-10","332506","3517"
"2023-12-11","0","0"
"2023-12-12","0","0"
"2023-12-13","0","0"
"2023-12-14","0","0"
"2023-12-15","0","0"
"2023-12-16","0","0"
"2023-12-17","381606","3674"
"2023-12-18","0","0"
"2023-12-19","0","0"
"2023-12-20","0","0"
"2023-12-21","0","0"
"2023-12-22","0","0"
"2023-12-23","0","0"
"2023-12-24","356531","3661"
"2023-12-25","0","0"
"2023-12-26","0","0"
"2023-12-27","0","0"
"2023-12-28","0","0"
"2023-12-29","0","0"
"2023-12-30","0","0"
"2023-12-31","262564","3882"
"2024-01-01","0","0"
"2024-01-02","0","0"
"2024-01-03","0","0"
"2024-01-04","0","0"
"2024-01-05","0","0"
"2024-01-06","0","0"
"2024-01-07","198936","4267"
"2024-01-08","0","0"
"2024-01-09","0","0"
"2024-01-10","0","0"
"2024-01-11","0","0"
"2024-01-12","0","0"
"2024-01-13","0","0"
"2024-01-14","187498","4071"
"2024-01-15","0","0"
"2024-01-16","0","0"
"2024-01-17","0","0"
"2024-01-18","0","0"
"2024-01-19","0","0"
"2024-01-20","0","0"
"2024-01-21","137692","3640"
"2024-01-22","0","0"
"2024-01-23","0","0"
"2024-01-24","0","0"
"2024-01-25","0","0"
"2024-01-26","0","0"
"2024-01-27","0","0"
"2024-01-28","116134","3026"
"2024-01-29","0","0"
"2024-01-30","0","0"
"2024-01-31","0","0"
"2024-02-01","0","0"
"2024-02-02","0","0"
"2024-02-03","0","0"
"2024-02-04","100204","2489"
"2024-02-05","0","0"
"2024-02-06","0","0"
"2024-02-07","0","0"
"2024-02-08","0","0"
"2024-02-09","0","0"
"2024-02-10","0","0"
"2024-02-11","88867","2246"
"2024-02-12","0","0"
"2024-02-13","0","0"
"2024-02-14","0","0"
"2024-02-15","0","0"
"2024-02-16","0","0"
"2024-02-17","0","0"
"2024-02-18","78784","1854"
"2024-02-19","0","0"
"2024-02-20","0","0"
"2024-02-21","0","0"
"2024-02-22","0","0"
"2024-02-23","0","0"
"2024-02-24","0","0"
"2024-02-25","76553","1769"
"2024-02-26","0","0"
"2024-02-27","0","0"
"2024-02-28","0","0"
"2024-02-29","0","0"
"2024-03-01","0","0"
"2024-03-02","0","0"
"2024-03-03","71911","1707"
"2024-03-04","0","0"
"2024-03-05","0","0"
"2024-03-06","0","0"
"2024-03-07","0","0"
"2024-03-08","0","0"
"2024-03-09","0","0"
"2024-03-10","60907","1458"
"2024-03-11","0","0"
"2024-03-12","0","0"
"2024-03-13","0","0"
"2024-03-14","0","0"
"2024-03-15","0","0"
"2024-03-16","0","0"
"2024-03-17","57974","1337"
"2024-03-18","0","0"
"2024-03-19","0","0"
"2024-03-20","0","0"
"2024-03-21","0","0"
"2024-03-22","0","0"
"2024-03-23","0","0"
"2024-03-24","50807","1244"
"2024-03-25","0","0"
"2024-03-26","0","0"
"2024-03-27","0","0"
"2024-03-28","0","0"
"2024-03-29","0","0"
"2024-03-30","0","0"
"2024-03-31","114046","1000"
"2024-04-01","0","0"
"2024-04-02","0","0"
"2024-04-03","0","0"
"2024-04-04","0","0"
"2024-04-05","0","0"
"2024-04-06","0","0"
"2024-04-07","40397","902"
"2024-04-08","0","0"
"2024-04-09","0","0"
"2024-04-10","0","0"
"2024-04-11","0","0"
"2024-04-12","0","0"
"2024-04-13","0","0"
"2024-04-14","39908","832"
"2024-04-15","0","0"
"2024-04-16","0","0"
"2024-04-17","0","0"
"2024-04-18","0","0"
"2024-04-19","0","0"
"2024-04-20","0","0"
"2024-04-21","32370","712"
"2024-04-22","0","0"
"2024-04-23","0","0"
"2024-04-24","0","0"
"2024-04-25","0","0"
"2024-04-26","0","0"
"2024-04-27","0","0"
"2024-04-28","34765","637"
"2024-04-29","0","0"
"2024-04-30","0","0"
"2024-05-01","0","0"
"2024-05-02","0","0"
"2024-05-03","0","0"
"2024-05-04","0","0"
"2024-05-05","31421","617"
"2024-05-06","0","0"
"2024-05-07","0","0"
"2024-05-08","0","0"
"2024-05-09","0","0"
"2024-05-10","0","0"
"2024-05-11","0","0"
"2024-05-12","34389","533"
"2024-05-13","0","0"
"2024-05-14","0","0"
"2024-05-15","0","0"
"2024-05-16","0","0"
"2024-05-17","0","0"
"2024-05-18","0","0"
"2024-05-19","38145","483"
"2024-05-20","0","0"
"2024-05-21","0","0"
"2024-05-22","0","0"
"2024-05-23","0","0"
"2024-05-24","0","0"
"2024-05-25","0","0"
"2024-05-26","32204","525"
"2024-05-27","0","0"
"2024-05-28","0","0"
"2024-05-29","0","0"
"2024-05-30","0","0"
"2024-05-31","0","0"
"2024-06-01","0","0"
"2024-06-02","34916","491"
"2024-06-03","0","0"
"2024-06-04","0","0"
"2024-06-05","0","0"
"2024-06-06","0","0"
"2024-06-07","0","0"
"2024-06-08","0","0"
"2024-06-09","35767","515"
"2024-06-10","0","0"
"2024-06-11","0","0"
"2024-06-12","0","0"
"2024-06-13","0","0"
"2024-06-14","0","0"
"2024-06-15","0","0"
"2024-06-16","36243","553"
"2024-06-17","0","0"
"2024-06-18","0","0"
"2024-06-19","0","0"
"2024-06-20","0","0"
"2024-06-21","0","0"
"2024-06-22","0","0"
"2024-06-23","37136","698"
"2024-06-24","0","0"
"2024-06-25","0","0"
"2024-06-26","0","0"
"2024-06-27","0","0"
"2024-06-28","0","0"
"2024-06-29","0","0"
"2024-06-30","46506","657"
"2024-07-01","0","0"
"2024-07-02","0","0"
"2024-07-03","0","0"
"2024-07-04","0","0"
"2024-07-05","0","0"
"2024-07-06","0","0"
"2024-07-07","47072","710"
"2024-07-08","0","0"
"2024-07-09","0","0"
"2024-07-10","0","0"
"2024-07-11","0","0"
"2024-07-12","0","0"
"2024-07-13","0","0"
"2024-07-14","46547","734"
"2024-07-15","0","0"
"2024-07-16","0","0"
"2024-07-17","0","0"
"2024-07-18","0","0"
"2024-07-19","0","0"
"2024-07-20","0","0"
"2024-07-21","52079","832"
"2024-07-22","0","0"
"2024-07-23","0","0"
"2024-07-24","0","0"
"2024-07-25","0","0"
"2024-07-26","0","0"
"2024-07-27","0","0"
"2024-07-28","56016","904"
"2024-07-29","0","0"
"2024-07-30","0","0"
"2024-07-31","0","0"
"2024-08-01","0","0"
"2024-08-02","0","0"
"2024-08-03","0","0"
"2024-08-04","47169","815"
"2024-08-05","0","0"
"2024-08-06","0","0"
"2024-08-07","0","0"
"2024-08-08","0","0"
"2024-08-09","0","0"
"2024-08-10","0","0"
"2024-08-11","0","0"
"2024-08-12","0","0"
"2024-08-13","0","0"
"2024-08-14","0","0"
